index,Review,Sentiment
1944,susu paling o rasanya enak anaknya cerdas kreatif dan aktif ,positive
1945,aroma wanginya begitu khas rasanya benar benar begitu menggoda nikmatin dulu kopi kapal api di saat kumpul bareng keluarga di sore hari momen tepat untuk bersantai,positive
1946,bagaimana bunda setelah beralih ke s26 procal gold apa tidak masalah dg babnya si kecil,positive
1947, basiii,negative
1948,hidup sehat jangan ditunda,positive
1949,cemilan yg ga bikin gemuk oke bgd kan thanks fitbar,positive
1950,morinaga platinum the best bnget ank sya mulai 0 6 bln mnum bmt morinaga platinum skrg lnjutin sma chilmil morinaga platinum ank sya mkin lincah ,positive
1951,cocok untuk kedua jagoanku sampe saat ini gag ad keluhan hanya saja di tempat rafa dan rangga tinggal jarang ad event2 dari morinaga ,positive
1952,dari bayi sampai sekarang umur 4 8th twin slalu mengkonsumsi susu morinaga alhamdulillah skrg minum susunya chil school 4 dan chil school 4 soya terima kasih morinaga,positive
1953,kopsan kopi santai dengan kapal api di kopdaran yarico yamaha riders community malam minggu di jl tanah kusir bank bca jaksel ,positive
1954,rasanya enakk harganya juga pas,positive
1955,gurihnya tu gk tahan coklatnya terasa gue suuukkkaaa bgt,positive
1956,ternyata yg masuk golongan panganan enak ,positive
1957,enak lezat dan bergizi kami suka nabati,positive
1958,terima kasih sudah memilih kopi kapal api ,positive
1959, pahit saya gamau beli lagi,negative
1960,indomie makanan kesukaanku sejak kecil sampai sekarang indomie best of the best,positive
1961,indomie grg jadi mknan favorit keluarga kami mantappppp,positive
1962,anak qu suka skali sm chillkid mkin pnter,positive
1963,susu sgm bunda sangat enak beda banget dengan susu yg lain tidak nuek rasa nya enak bgt saya yg lg hamil suka banget pa lagi minumnya cukup 1 kali dalam sehari mantan mantap mantap deh,positive
1964,wafer yang enak tankuiw0nabati,positive
1965,anak qu waktu bayi alergi pake morinaga bmt alhamdulillah skrg dh 2thn malah cocok suka bgt trutama rasa vanila minumnya 4 5x sehari merk lain mw ,positive
1966,mantaaaap ,positive
1967, kulit saya jadi kering,negative
1968,kopinya simpel murah tapi enak dan segar,positive
1969,cemilan favorit di rumah,positive
1970,rasanya yang enak di sukai si kecil serta kandungan gizi yang lengkap membantu mendukung tumbuh kembang anak,positive
1971,tasnya udh sampe tinggal nunggu voucher hypermart aja nih ,positive
1972,semenjak saya dapet sampel s26 procal 1 3 tahun anak saya suka dan sekarang berlanjut terus minum susu s26 ,positive
1973,mlm mau tanya sgm susu ibu menyusui apa skrng menyatu sama susu ibu hamil saya mau membelikan kakak saya ragu kmrn takut salah ,positive
1974,kopi kapal api jelas lebih enak,positive
1975,frisian flag kembali masuk 10 besar most chosen brand 2023,positive
1976,enak banget apalagi rasa keju yummy ,positive
1977,bikin anak saya tumbuh cerdas,positive
1978,gula tuk bapak kami di rumah pas bgt manis nya,positive
1979,mantab iatimewa murah meriah,positive
1980,kadang dimanfaatkan orang tk bertanggung jawab,negative
1981,ingin semangat dan punya mimpi minum kopi kapal api,positive
1982,fitbar sangat enak dan kami sekeluar menyukainya,positive
1983,sahabat buat hidup sehat ,positive
1984,nabati wafer enak dgn berbagai variasi rasa yg sangat disukai keluarga,positive
1985,alhamdulillah dengan menggunakan produk morinaga anak kami jarang sekali mengalami sakit kecerdasan otaknya semakin bertambah dan semakin aktif hanya saja tidak terlalu berpengaruh terhadap berat badan si kecil ,positive
1986,d saat perut keroncongan duit nipis indomie slalu hadir menemani perut ku ,positive
1987,anak menjadi lebih pintar hebat fisik sosial dan akal,positive
1988,cocok untuk anak saya usia 6bln keatas,positive
1989,rating jelek,negative
1990, anak generasi platinum sang juara thankzzzz bgt bgt bgt buat morinaga td nya aq bnr2 kcwa sedih bgt krn cm bs ngasi asi slm 3mngg buat anakku 3 mngg itu pun brengi sm bmt morinaga alhamdulillah 2bln kurng anakku uda bs ajak komunikasi skrg sll sehat pintar dan pastinya ngangenin thankz morinaga,positive
1991,pw mau tanya nih usia kandungan saya 18 minggu tpi bnyak yg pda bilang perut saya masih kecil apa emg sudah wjar usia kndungan sgtu msih blm keliatan mksh pw ,negative
1992,banyak tips2 untuk ibu anak ,positive
1993,nabati sangatlah enak kok,positive
1994,makasih indomie udah mengeluarkan rasa baru semoga nanti mengeluarkan rasa pedas yg berlevel ,positive
1995,nabati memang makanan ringan yng pas buat santay dan ditemanin dengan segelas kopi hitam mantappppppppp,positive
1996,rasanya pas kapal api jelas lebih enak mantap ,positive
1997,nabati tuh emang enak bgt wafernya pasta coklat pasta keju apalagi skrg ada yg baru nabati white aduuhhh bikin ketagiihaaannnn sukses terus nabatiii,positive
1998,kapal api is the best memamng slalu di hati,positive
1999,mmg tanggo enk ,negative
2000,trimakasih prenagen telah menemani dan melengkapi gizi selama kehamilan pertama ini yg sudah masuk 32 moga bersama prenagen aku dan dd bayi bisa sll sehat dan selamat sampai lahiran amin salam prenagen buat seluruh ibu indonesia ,positive
2001,enak gurih gak ngebosenin,positive
2002,serumah pada doyan makan recheese nabati udh enak gurih renyah dapat menghangatkan suasana berkumpul bersama keluarga ,positive
2003,saya suka sekali sama nabati indonesia ,positive
2004,aku dan suami ku selalu makan indomi apalagi yg rasa rendang rasanya rendang asli,positive
2005,yg j3las jelas pinternya beda ,positive
2006,enak dan kaya rasa besar banyakisi,positive
2007,diabetasol best of the best ,positive
2008,wafer enak kesukaan anak anak ,positive
2009,rasa yg enak gurih dan lezat tentunya bnyak mengandung vitamin,positive
2010,rasa ny enak apalagi klo minum dingin pke es batu ga bikin enek sya pling suka rasa strawberry,positive
2011,semangat kerja di kantor di awali dengan minum kopi kapal api ,positive
2012,susu bagus dan sehat,positive
2013,nabati rasanya enak dan saya jga anak semua pada suka ,positive
2014,anak merupakan cikal bakal bagi suatu bangsa sebuah harapan yang senantiasa perlu dijaga agar dapat menjadi generasi penerus yang sehat dan tangguh mari jaga anak anak kita dengan memberikan pola asuh yang baik selain itu juga membiasakan gaya hidup aktif serta pemenuhan asupan gizi seimbang termasuk konsumsi susu sebagai kekuatan untuk menang dan mewujudkan indonesia yang sehat dan maju ,positive
2015,mantapppppppppppppppp,positive
2016,restu mas aji makan nabati meriah,positive
2017,keluarga ku sangat suka dengan wafer nabati yg rasa keju dan coklat karena rasanya enak dan harganya terjangkau,positive
2018,aku suka mkn nabati meriah,positive
2019,harga murah dan lezat digigit,positive
2020,nabati emang enak banget sy paling suka rasa keju dan coklat,positive
2021,saya mau tanya bagaimana cara penyajian dr pengalihan sufor sebelumnya ke morinaga takarannya brp sendok biasanya anak saya minum 120ml 3 5sendok,positive
2022,saya pecandu berat kopi kapal api,negative
2023,haiii anakku berumur 14 bulan sekarang udah menggunakan chilkid 3 perkembangan baby sekarang sangat pesat bahkan daya tahan tubuhnya jd lbh kuat dan jarang demam ,positive
2024,anak saya syaffira naysa azzahra mengenal sufor dari lahir meski minum asi sampai sekarang pun usia anak saya sudah 4 4 tahun masih minum sufor pilihan kami tetap morinaga platinum,positive
2025,ank sya mlh suka dan hsil nya gemuk,positive
2026,paduan kopi dan gula yang pas menghasilkan segelas kopi yang mantap saya paling suka kopi kapal api mix ,positive
2027,teman ampuh saat berkendara ribuan kilometer teman ampuh saat belajar dan bekerja teman setia saat nyantai di rumah matursuwun kapal api ,positive
2028,kapal api jelas lebih enak sebelum brangkat kerja gue selalu minum kapal api dulu ne stelah sarapan aroma nya wihhh mantap ,positive
2029,lg promil lg nih udh 3 bln mnum prenagen esensis smoga brhasil amiin,positive
2030,it would be the best if bring back the indomie vegan coz im vegan ,positive
2031,kopinya haruum manisnya pas ditambah susu juga mantab cocok bgt buat ngilangin kantuk pokoknya kopi kapsl api tiada duanya,positive
2032,beli ultra milk yg full cream susunya basi padahal tanggal kadaluarsanya masih 18 oct 2017 beliku 9 februari 2017 di indomaret juga,negative
2033,gamau beli lagilah,positive
2034,bagus untuk bayi baru lahir pencernaannya lancar ,positive
2035,rasa susu enak dan cocok buat tumbuh kembang si baby,positive
2036,sangat enak sekali dan bisa dibawah sekolah,positive
2037,anak saya yg pertama dan kedua alhamdulillah keduanya menjadi anak yg sehat dan pintar,positive
2038,anak saya dari bayi sudah pake morinaga platinum sampe sekarang umurnya 4 th masih pake childschool platinum tumbuh kembangnya sangat bagus anaknya cerdas daya tahan tubuh bagus jarang sakit dan ampe sekarang belum pernah diare berat badan ideal dan tinggi lebih tinggi dari anak seumuran nya sampe disangka orang udah umur 5th lebih makasih morinaga platinum memang is the best ,positive
2039,nabati rasanya memang enakk,positive
2040,semenjak minimum susu morinaga platinum anak saya menjadi cerdas dengan umur 6 bln sudah pinter ngoceh terima kasih morinaga,positive
2041,ok,positive
2042,rasanya enakk,positive
2043, aku generasi platinum sang juara anak saya didya baru berumur 13bulan sejak didya umur 4 bulan saya berikan morinaga bmt dan sampai sekarang sudah pada tahap chil kid berkat susu morinaga didya tumbuh sehat pintar dan aktif skali ga bisa diem dan slalu ingin tau terima kasih morinaga ,positive
2044,harga kopi trjangkau rasanya kg maknyuss seger bkin mata ngantuk jd melek lg mantap kopinya ,positive
2045,terima kasih morinaga anakku tmbuh shat smkin cerdas,positive
2046,enak dan bagus dan lejatx,positive
2047,dari dulu sampai sekarang tetap nabati btw min richoco yg rasa vanilla kok rada langka gitu ya nyari di warung2 yg ada rasa keju coklat stroberi ,positive
2048,rasanya enak cocok banget buat ngemil2 bareng temen dan keluarga ,positive
2049,wafer berkualitas yang sangat di gemari keluargaku rasa kejunya asliii ,positive
2050,alhamdulilah berkat minum susu badan say jd segar sehat tambah cantik dan suami making sayang dan cinta sama saya mksh ya sgm bunda,positive
2051,anak saya baru 4 bulan minum morinaga chil kid platinum dapat dapet scooter gratis seru banyak hadiah nya,positive
2052,cocok yg lagi diet ya jgn tunda lagi,positive
2053, ga bermutu,negative
2054,teman saat ngantuk ,positive
2055,kopi kapal api mantap,positive
2056,enak suka tp sejak tinggal wamena su tdk minum lg hik hik hik,negative
2057,enakkk rasanya bikin nagih ,positive
2058,the best rasanya enak 0 kalori,positive
2059,rasanya itu orisinil yg laen mah ngikuuttt ,positive
2060,banyak hadiahnya mksh s26,positive
2061,i see how most people complain about the pandemic disaster how they can afford certain things and how most of them lost their job due to this crisis my case was like this until saw review on crypto investment that changed my story for good never believed it at first but after much convincing by my account manager in the person of madam evelyn joshua decided to give it trial with just 1 000 even though there was lower cost of investment starting with this lihat selengkapnya,negative
2062,indomie mmmmm kreatif rasan itu loh indonesia bangeet gampang disesuaikan dg lidah orang indonesiapilihannya banyak rasanya nendang di lidah mantab deh pokoknya kamu kamu yang belum buruan gak bakal rugi bakal ketagihan lihat selengkapnya,positive
2063,suka banget nabati rasa keju mantap pokoknya rasanya,positive
2064,assalamualaikum sgm bunda mau tanya dong pada usia kehamilan berapa bulan ya mengkonsumsi susu ibu hamil soal nya ak baru banget nii hamilnya baru 2w hamil yang pertama jadi masih blm pengalaman rasa nya kepengn bangettt coba minum sgm ,negative
2065,hai bunda jasmine comel asi adalah yang terbaik bila karena kondisi medis tertentu bunda belum dapat memberikan asi maka pemberian susu sebaiknya sesuai rekomendasi dokter pt sarihusada mendukung pemberian asi eksklusif sampai si kecil berusia 6 bu lihat selengkapnya,positive
2066,kapal api terbuat dari biji kopi pilihan dengan rasa dan aroma khas kopi yang dimana tak di miliki oleh jenis merk lain kapal api jelas lebih enak,positive
2067,anak saya paling suka nabati coklat tidak mau yg laen,positive
2068,pas hamil konsumsi susu prenagen mommy prenapro sekarang giliran konsumsi prenagen lactamom biar asi lancar,positive
2069,morinaga tetap yang terbaik hadiah edukasi menarik dan si kecil aktif cerdas dan varian rasa banyak kebutuhan nutrisi terpenuhi,positive
2070,apakah itu mobil remot,negative
2071,produk berkualitas untuk penderita diabetes ,positive
2072,nutrisinya sangat lengkap sesuai dengan kebutuhan anak dan kata dokter s26 susu yg paling gurih,positive
2073,sangat membantu pertumbuhan dan perkembangan otak untuk kecerdasan si kecil ,positive
2074,putri saya berusia 3 8 tahun mengkonsumsi morinaga dari bmt hingga sekarang chill school putri saya paling suka rasa vanila ,positive
2075,enak banget top buat my family ,positive
2076,morinaga platinum bagus bgt anaj saya dari lahir sampai skrg umur 16bln terus minum morinaga platinum dia jadi lebih aktif dan kreatif bab nya jg lancar trussss ,positive
2077,sgm sangat enak dan menyehatkan,positive
2078,kopi kopi kopi dan kopi,positive
2079,saya pengemar kopi kapal api spesial karena bisa mengikuti suasana jika pagi saya seduh tanpa gula biar kantuk hilang dgn nikmatnya sipahit kapal api ngopi siang hari bisanya saya ksh sedikit gula bisanya jam2 setelah mkn mlm sikopi hitam saya mix dengan susu untuk menemani waktu santai dengan kenikmatan kapal api semangat indonesia,positive
2080,cuman indomie goreng yg mengerti kntong mhasiswa gk pke telor aj dah ngilerr ,positive
2081,kok gk bisa masuk ke nabati meriah,negative
2082,ngemilnya tuh di sini iya ngemil richoco chocolate nabati rasanya eunnnakkkki ini cemilan nikmat cemilan keluargaku lihat selengkapnya,positive
2083,produk kopi yang menghidupi keluarga saya ,positive
2084,kopi kapal api mantaf dan pas takaran gula ama kopinya,positive
2085,cemilan wajib dimkan tanpa harus takut gemuk,negative
2086,indomie seleraku,negative
2087,anak saya dzikri usia 2tahun paling suka sama nabati kejuu sama richeese rolls makan faling mudah di bawa saay berpergian dan buat cemilan di rumahh ,positive
2088, bauuuu,negative
2089,my fav cemilan rasanya enaaaakk dan menyehatkancocok buat ganjel perut stelah bangun tidur,positive
2090,iyaaasejak baru lahir sudah menggunakan sgm,positive
2091,kapal api mantap ,positive
2092,rasanya juuarrraaaaaaa ,positive
2093,cocok sama obatnya manjur markotop,positive
2094,indomie seleraku ,negative
2095,dengan morinaga platinum ankku semakin sehat dan badannya makin tumbuh ,positive
2096,rasanya enak dan gurih serta terasa kejunya,positive
2097,nabatii lezat nikmat sehat bergizi ,positive
2098,admin ya tidak ramah gampang emosi,negative
2099,kok rasanya asin banget sih,negative
2100,produknya bgus tp respon wanya kurang smntara ud mepet jdwal rewards point dan tdk ada event untuk penukaran point ,negative
2101,cemilan yg enak dan maknyuss adalah cemilan nabati rechesee karna cemilan ini merupakan cemilan nomor 1 yg telah terbukti sehat dan enak nya jadi makan terus cemilan nabati rechesee,positive
2102,susu sangat berkualitas untuk tumbuh kembang anak yg dilengkapi dengan kandungan yang lengkap ,positive
2103,ngemil richoco paling sukak coklatx kerasaa banget,positive
2104,sebentar lg 30 april deadline nih ,negative
2105,thx morinaga terbukti anaku sangat pintar berkat morinaga jugaa yg menunjang pertumbuhannya ,positive
2106,kopinya mantap betul suka banget sm kopi kapalapi,positive
2107,prenagen selalu setia menemani ku dari waktu hamil anak pertama menyusui sampai hamil anak kedua ku ini baby twins dan sampai sekarang saya banyak medapatkan asi untuk menyusui kembar berkat prenagen ,positive
2108,indomie favoriiittt bgt pengganjal perut yg berasa masakan indonesia bgtt joossd,positive
2109,kapal api emang pas rasanya,positive
2110,bagaimana cara masukan code nabati ya,positive
2111,anak saya hana 4th dan hezki 2th keduanya minum susu morinaga waktu kakaknya bayi pernah coba ganti susu yang kata orang lebih bagus tapi kembali lagi ke morinaga kalau si adik ga pernah ganti susu masih umur 3 tahunan si kakak udah bisa bedakan warna dan menyebutkannya dalam bahasa inggris dan sekarang sudah bisa menjumlah bilangan walaupun masih menggunakan jari selain keturunan dan makanan pasti ada manfaat susu utk menambah kecerdasan ,positive
2112,awoakwok so hard to,negative
2113,pagi kak mau tanya donk cara seduh susu prenagent yg benar bagaimana ada yang bilang tidak bole pakai air mendidih ya mohon jawabannya ya kk thanks,positive
2114,prenagen mommy rasanya lebih enak apalagi rasa vanilla pokoknya prenagen top banget,positive
2115,sgm bunda lezat kaya manfaat,positive
2116,indomie itu gmn ya klo ada orang yg sedang masak indomie terasa sekali bau bumbu ny jdi ingin juga untuk memasak ny hhhmmmm ,negative
2117,obat galau ya milo panas aja ,negative
2118,produk nabati semua enak anak saya sangat suka,positive
2119,cemilan sehat bergizi dsn bnyak sukai dri ansk2 hingga orang dewasa,positive
2120,setia banget sama kopi kapal api kopi nikmat,positive
2121,hi wow jadikan selalu nabati meriah sebagai camilan kamu dan keluarga ya ,positive
2122,asupan tambahan sikecil yg kandungan na lengkap bngtt buat akal fisik si kecil rasa na pun si kecil suka jd na sikecil mau berpindh kesusu yg lain ditmbh pula dngn hadiah2 menarik dr wyeth bikin emak na mau gnti susu anak na ke yg lain ,positive
2123,jason anak kami sudah mengkonsumsi morinaga sejak lahir hingga sekarang morinaga bmt chilmil chilkid benar benar sudah terbukti menjadikan anak saya anak generasi platinum sang juara karena kandungan vitaminnya yg lengkap sehingga selama ini jason ga gampang terserang penyakit selain itu kandungan laktasi produk morinaga sangat cocok dan aman bagi pencernaannya rasa vanilla sangat disukai jason bakteri baik di dalamnya juga membuat jason memiliki imunitas yang cukup dem lihat selengkapnya,positive
2124,saya dari pertama menikah sampai anak kedua minum nya selalu prenagen ,positive
2125,anak saya minum morinaga tingkat kecerdasanya lebih cepat orang mengira udah umur 2thunan padahal msh 1 5 trimakasih morinaga allah swt tentunya,positive
2126,morinaga bagus anak ku dari umur 2 bln sampai sekarang umur 1 5 tahun masih tetap minum susu morinaga putri ku cerdas sehat lincah,positive
2127,susu formulanya sangat bermanfaat sekali untuk balita,positive
2128,mksh morinaga sdh memberi gizi yg terbaik tuk anak skrg anak tmbh pinter sehat berkat morinaga ,positive
2129,keju nabati ,positive
2130,ennnnaaaaaak baaaannngeeet lo ,positive
2131,kopi nikmat tiada tara untuk indonesia,positive
2132,saya ingin ps sama hp tapi gak bisa gimana caranya,negative
2133,suami pecinta berat kapal api saya bukan pecinta kopi awal dari pingin coba saya pun menyruput secangkir panas dan harumnya nikmatnya mantaaap,positive
2134,nabati sangat enak dan rekomended buat semua orang,positive
2135,terima kasih mp anak2 saya semakin pintar kakaknya yg usia 2 5th daya ingat daya tahan dan lebih pintar dr temen2 seusianya sedangkan adiknya yg baru 8bln sdh bs belajar berjalan daya tangkapnya lebih cepat drpd teman seangkatannya terima kasih byk mp,positive
2136,kopinya sangat tersa utuk disegala kegiatan,positive
2137,kopi kapal api memang tiada duanya pokoknya top markotop dari rasa dan aroma kopi kapal api di waktu kerja lembur bikin kue tengah malam saya selalu sediakan kopi kapal api yang menemani untuk ngilangin rasa ngantuk,positive
2138,sy mau tanya sux itu trthn brp jm ya,positive
2139, ibuk ak maunya susu chilkid gak mau yang lain kata mbak kinanthi setiap kali ditanya mau mimik susu apa ,positive
2140,rasanya nikmat aromanya juga enak bikin hari harimu tambah semangat,positive
2141,kopi kapal api favorit keluarga saya banget apa lagi suami saya suka pake banget ,positive
2142,bagus untuk membantu perkembangan kecerdasan buah hati,positive
2143,enak bangeeet buat camilan sehari ,positive
2144, anak generasi platinum sang juara anak saya sejak lahir udah saya berikan bmt platinum sampai skrg anak saya sudah umur 2thn3bln msh komsumsi morinaga childkid anak saya sangat aktif lincah pintar daya tangkap sangat cpt ingatan sgt bgs and badan tinggi dan berisi daripada anak seusia dia and skrg anak ke 2 saya yg baru usia 5bln juga konsumsi morinaga morinaga produk dh best dh saya juga kenalin produk ini ke teman2 saya dan anak teman2 saya jua ikut makan susu morinaga ,positive
2145,terima kasih sudah share bunda siti semoga perencanaan kehamilannya berjalan dengan lancar ya ,positive
2146,halloo mp baby raffa setelah asi eksklusif 6 bulan saya memutuskan untuk memberikan pendamping mp selagi saya diluar rumah alhamdulillah lbaby raffa suka dan tidak ada masalah seperti yang saya takutkan sebelumnya thank you mp,positive
2147,milo versi lokal ga enak enakan milo versi taiwan,negative
2148,cemilan enak yang cocok buat yang lagi diet lagi menjaga berat badan ,positive
2149,minuman bermanfaat harga bersahabat,positive
2150,jempoll sesuai sama kandungan gizi yang perlukan,positive
2151,banyak pengetahuan dan ilmu yang didapat ,positive
2152,alhamdulilah produk morinaga platinum cocok dgn anak sy seiring dgn bertambahnya usia anak sy semakin berkembang kecerdasannya fisik dan mental di usiax yg 10 bln sdh mendapat hadiah dri produk morinaga terima kasih morinaga platinum,positive
2153,pagi pw pw saya uk 13w dari kmarin kpala saya migren dan tidur pun ga nyaman dan perut kadang suka ngerasa ngilu tp ga sering itu knp ya pw mohon pencerahannya mkasih pw,negative
2154,kapal api di pagi hari bikin semangat on lagi ,positive
2155,fitbar enaaak harganya juga murah rasanya bikin ketagihan seudahnya makan fitbar jadi lancar buang aer besar ,positive
2156,mantap nikmat untuk segala suasana,positive
2157,anakku usia 20 bulan baru dikasih sofur saya kasih s26 procal gold dia langsung suka mungkin rasanya ga beda ma asi jadi minta nambah minum susunya ,positive
2158,susunya bagus cm respon wa atau ig lama bangeeettt balasnya kadang 1 sampai 3 hari belum tentu di bls ,negative
2159, pakaian saya jadi luntur,negative
2160,believe it or not this coffee make fresh don think just drink coffee and friends make the perfect blend,positive
2161,kalo lagi hamil boleh makan mie instan gak ya ngileeeerr gue ,negative
2162,enak bangetttt indomie soto indomie goreng cabe ijo indomie kari suka semua rasa pas banget dimakan kapan aja nyammm nyammm ,positive
2163,menghidarkanku dari khawatir tentang penyakit populer diabetes terima kasih,positive
2164,anak generasi platinum hebat dari lahir sampai sekarang anakku minum susu morinaga platinum lho hasilnya anakku pintar sehat dan tangkas terima kasih morinaga platinum,positive
2165,this is what do when commercial ad interrupting my enjoyment watching fb video put your ad either in the beginning or in the end folks you re welcome,positive
2166,kopi hitam semangatku,positive
2167,renyah coklatnya terasa banget banyak variannya,positive
2168,baguss banget kbetulan baby saya jg konsumsi morinaga ,positive
2169,diabetasol sangat cocok untuk kita semua bukan hanya untuk penderita diabetes kita harus membiasakan hidup sehat sejak masih muda agar di hari tua nanti bisa menikmati hidup tanpa sakit sakitan biasakan konsumsi gula yang aman yaitu gula diabetasol gula ini sangat baik untuk kita semua ngeteh dan ngopi tidak ada masalah dengan diabetasol yuk biasakan hidup sehat dari sekarang ,positive
2170,pilihan keluarga saya nabati chesee yg super enak dan nabati coklat yang super nikmat ,positive
2171,asi is the best kecuali karena terpaksa atau medis bolehlah di sodorin si susu hehe ,positive
2172,ngopi timbul inspirasi,positive
2173,dari dulu cita rasa ny luar biasa apalagi aroma ny setelah diseduh dgn air panas bikin klepek2 ,positive
2174, f068kx1ym apakah saya mendapat hadiah,positive
2175, anak generasi platinum sang juara tak terasa anak ku yang pertama kedua bulan juni tgl 05 20 ini beranjak 3 tahun dan yang kedua 1 tahun dari awal selain asi yang aku berikan bmt sampai chilkid pun tak lupa aku berikan melihat mereka tumbuh kembang dan cerdas karena langsung menangkap apa yang kami ajarkan rasanya sangat senang sekali bahagia rasanya memiliki buah hati yang cerdas walaupun kadang sesekali ada perbuatan mereka yang membuat kita kesal itu adalah hal lihat selengkapnya,positive
2176,rasanya pas racikan sempurna dan bisa dinikmati segala usia ,positive
2177,lom pernah coba tp pernah baca2 dikemasannya bgs juga manfaatnya,negative
2178,hai kawan kawan kopi kapal api bagi bagi hadiah,positive
2179,saya waktu hamil pakai sgm bunda cocok dan suka sgm susuny enak ad aneka rasa buah buah kbutulan sat ini saya minum sgm bunda rasa strawbery ,positive
2180,prenagen the best deh dari perencanaan sampai menyusui susu yg saya minum prenagen love this milk,positive
2181,kopi gw setiap saat ,positive
2182,dr lahir sampe usia 4 bln saya sllu ditelp dr kalbe tanya ttng perkembangan anak saya tiap blnnya tp sudah 2 bln terakhir ini saya sudah tdk dikontak lg pdhal saya butuh panduan ttng mpasi dan ttng perpindahan susu bmt ke chil mil mohon dibantu,positive
2183,thank 4 morinaga platinum semoga kedepan anak2 qu akan menjadi generasi yg platinum amin,positive
2184,rasanya enakk saya suka tidak amiss ,positive
2185,dear morinaga dari umur 7 bulan smpai 14 bulan sudah menggunakan mp dari chillmill sampai chillkid dan pernah mnggunakan produk lain langsung batuk jadi kembali ke mp lg baru baru ini bab sembelit apakah boleh mengubah takaran jd lebih encer agar kandungan air lebih bnyak atau mengganti chillkid mp dengan yg soya atau lainnya terimakasih,negative
2186,bulgogi yummie ,positive
2187,terbukti sgt bermanfaat untuk penderita diabetes harganyapun terjangkau,positive
2188,asli kopi nusantara aromanya khas tanah indonesia ,positive
2189,diabetasol sangat cocok buat orng penderita diabetic jd gak usa pusing lg mau makan nasi ada beras merah mau gula ada gula diabetasol mau susunya juga ada pokoknya di diabetasol lengkap semuanya buat orng diabetic tetap trus maju buat diabetasol,positive
2190, anak saya jadi muntah2,negative
2191,kopi kapal api memang mantappp ,positive
2192,sufor yang kandungan gizinya terbaik hipoalergenik enak ,positive
2193,informasi sama artikel2 nya bagus ga share yg aneh2 dan ngebantu bgt buat calon momy kaya saya dan yg udh jd momy jg ,positive
2194,rasanya enak dan banyak variannya,positive
2195,kopi mantap rasa paling nikmat ,positive
2196,cemilan kesukaan saya anak ,positive
2197, berkaratt,negative
2198,aku suka dengan packaging indomie jadul lebih terlihat unik aja sih jadi perubahan rasa yang kian hari makin lezaatttt,positive
2199,sahabat untuk santai di waktu sore,positive
2200,meriah dan suka enak sehat,positive
2201,jaga sehatmu sebelum sakitmu,positive
2202,rasanya enak sekaliiiii,positive
2203,bokap gw pencinta kopi kapal api bangetttt,positive
2204,dapett 1 buah unit mobill nisan march sama kodenya juga ada benerann ga siii,negative
2205,rasanya yg lezat dan manisnya yg alami,positive
2206,ini kopiku membuat kebersamaan semakin hangat dengan aroma yang mnyentuh hati kapal api,positive
2207,sgt menginspirasi dan penuh edukasi,positive
2208,dari mukai aku hamil suamiku bahagia bget sampai dy sll nganjurin aku mnum susu prenagen stiap hari dia suami siaga penyabar dikala aku hamil dan selalu berusaha menyenangkan hati aku kehamilanku tergolong nurut soalnya disaat aku hamil aku juga lagi memperjuangkan skripsiku hemmm benar2 penglaman yg indah bagiku trimaksih prenagen ,positive
2209,susu untuk ibu hamil yang baik untuk membantu kesehatan ibu janin yang yang sedang di kandung ,positive
2210,cocok banget sama rasanya yummy ,positive
2211, tolong dibuat kemasannya lebih kecil ga bagus,negative
2212,3 varian rasanya enak,positive
2213,makasih bingkisannya morinaga zahra suka bangets,positive
2214,saya beli indomie aceh bumbunya gak nutup besok lg di tingkatkan kualitas nya ya,positive
2215,mlm saya mau tanya morinaga yg coklat ada gk,positive
2216,susu chil kid trnyata bgs bgt untuk perkembangan anak sy kalea jd anak yg aktif pinter cerdas trs gampang skt apa lg kakak kalea suka bgt sm susu yg rasa vanila ade shakila jg yg skrng umurnya 1bln susunya dibntu sm susu chil mil suka jg cocok trmksh mp ,positive
2217,saya minum kopi kapal api setiap pagi ,positive
2218,rasan kopinya memang tidak ada yang mengalahkan bahkan menyamai saja tidak ada ,positive
2219,makanya bang kalo beli di periksa dulubiasa nya barang tsb udah kelamaan di simpan jadi udah mau membusuk kadaluarsa,negative
2220,caranya mendapat branding dari indomie gimana yaa lokasi saya di jogja thanks,positive
2221,anak saya minum susu morinaga platinum mulai 0 hari hingga hari ini sudah 1 bln puji tuhan sehat dan lucu sekali ,positive
2222,min kok gw abis minum milo berak berak,negative
2223,min saya udah beli pop mie berkali kali kok gak pernah ketemu cewek hongkong ya mohon pencerahannya ,negative
2224,anak generasi platinum sang juaraanak saya cedric sejak lahir saya berikan asi sufor pertama menggunakan sufor kok bab nya encer seperti mencret dari informasi yg saya terima kemungkinan tidak cocok lalu saya coba morinaga bmt ternyata kondisinya membaik dan pertumbuhan tubuhnya pun oke sejak itu saya lanjutkan pakai morinaga chilmil dan chilkid platinum sampai sekarang perkembangan fisik dan kecerdasannya pun pesat generasi platinum morinaga memang generasi juara ,positive
2225,emang beda kalau susu yg bagus mah fumiko seneng bgt ama susu ini setelah nyobain bbrp susu hasilnya kebuang trs s26 fumiko langsung cocok ,positive
2226,enakmurahrenyahasyik untuk teman ngobrol dan bermain,positive
2227,diabetasol solusi diabetes lebih baik mencegah daripada mengobati,negative
2228, pokoknya gamau beli lagi ga baik produknya,negative
